id,lon,lat,x,y,heading
62,109.7785677636908,39.60263581423857,499464.9474255683,4383655.21465968,295.1984733707039
63,109.778587604016,39.60260320372898,499466.6505153698,4383651.595342771,295.31306492973005
64,109.7786075834914,39.60257064406293,499468.3655535547,4383647.981668184,295.37036070924313
65,109.7786275376925,39.60253807514592,499470.078423404,4383644.366967452,295.31306492973005
66,109.7786474238475,39.60250548131717,499471.785452736,4383640.749502751,295.25576915021696
67,109.7786673078125,39.60247288669223,499473.4922956529,4383637.131950096,295.25576915021696
68,109.7786871894339,39.60244029121493,499475.1989389538,4383633.514303259,295.25576915021696
69,109.7787071083371,39.60240770936565,499476.9087847032,4383629.898169073,295.31306492973005
70,109.7787270270725,39.60237512745721,499478.6186176461,4383626.282028722,295.31306492973005
71,109.7787469459095,39.60234254561063,499480.3284609168,4383622.665895635,295.4276564887562
72,109.7787670801487,39.60231004307015,499482.0567992682,4383619.058563304,295.4849522682693
73,109.7787870373907,39.60227747557586,499483.769943039,4383615.444023656,295.25576915021696
74,109.7788068434631,39.60224485260635,499485.4701096488,4383611.823328488,295.25576915021696
75,109.7788268259485,39.60221229433007,499487.1854239116,4383608.209812533,295.4276564887562
76,109.7788468863543,39.60217976461109,499488.9074296897,4383604.599465897,295.37036070924313
77,109.7788667282674,39.60214715468681,499490.6106782381,4383600.980219514,295.1984733707039
78,109.7788865588732,39.60211454065728,499492.3129575829,4383597.360517979,295.1411775911908
79,109.778896445484,39.6020982232186,499493.1616344686,4383595.54951065,295.0838818116777
80,109.7789063320901,39.60208190577906,499494.0103113543,4383593.738503322,295.1411775911908
81,109.7789162580664,39.60206560280952,499494.8623687977,4383591.929101791,295.5422480477824
82,109.778936471046,39.60203312955645,499496.5974811606,4383588.32502284,295.5422480477824
83,109.7789564077884,39.60200055429286,499498.3088785543,4383584.70962445,295.31306492973005
84,109.7789763334728,39.60196797496889,499500.0193281541,4383581.093775892,295.31306492973005
85,109.7789962322907,39.6019353858216,499501.7274727146,4383577.476837661,295.31306492973005
86,109.7790161436171,39.60190280125335,499503.4366928045,4383573.860407955,295.31306492973005
87,109.7790360802663,39.6018702259518,499505.1480886057,4383570.245006952,295.31306492973005
88,109.7790560011291,39.6018376448773,499506.8581306605,4383566.628965738,295.31306492973005
89,109.7790759071452,39.60180505837362,499508.5668996336,4383563.01232246,295.31306492973005
90,109.7790958708096,39.60177249298842,499510.2806196723,4383559.398023051,295.37036070924313
91,109.7791158022229,39.60173991587766,499511.9915723594,4383555.782422883,295.1984733707039
92,109.7791256586188,39.60172358752236,499512.8376643086,4383553.970206446,295.0265860321647
93,109.7791355150101,39.6017072591662,499513.6837562577,4383552.15799001,295.0265860321647
94,109.7791453713967,39.60169093080914,499514.5298482069,4383550.345773573,295.1411775911908
95,109.7791555453455,39.60167425558234,499515.4032019924,4383548.495059022,295.25576915021696
96,109.7791580648655,39.60167019378956,499515.6194835837,4383548.044257211,295.59954382729546
97,109.7791781903654,39.60163768807865,499517.3471048301,4383544.43658139,295.4849522682693
98,109.7791981819509,39.60160513332897,499519.0632303036,4383540.823464244,295.25576915021696
99,109.7792179269764,39.60157248828765,499520.7581886715,4383537.200328015,295.1411775911908
100,109.7792377922408,39.60153988709772,499522.4634718893,4383533.58205828,295.31306492973005
101,109.7792577804964,39.60150733076289,499524.1793162845,4383529.968766427,295.37036070924313
102,109.7792777332372,39.60147476140025,499525.8921131124,4383526.354029303,295.31306492973005
103,109.7792976577614,39.60144218171972,499527.6024889667,4383522.73814762,295.25576915021696
104,109.7793175050121,39.60140957381175,499529.3062320071,4383519.11913399,295.1984733707039
105,109.779337310765,39.60137695081895,499531.0064137813,4383515.49844682,295.1411775911908
106,109.7793571246493,39.60134433080155,499532.707295293,4383511.878090218,295.1984733707039
107,109.7793640033393,39.60133306804434,499533.2977828564,4383510.62808473,295.31306492973005
108,109.779366491187,39.60132899458967,499533.5113472806,4383510.175989346,295.1984733707039
109,109.7793764036303,39.60131268657065,499534.3622613149,4383508.366032079,295.1984733707039
110,109.7793863160689,39.60129637855075,499535.2131753492,4383506.556074813,296.05791006340013
111,109.7793968800946,39.60128032413501,499536.1200328956,4383504.774259924,297.7194876692795
112,109.7794025766853,39.60127246500436,499536.6090561622,4383503.902004026,299.3237694956458
113,109.7794082892434,39.6012646126789,499537.0994504397,4383503.030503335,301.1572344400645
114,109.7794146231549,39.60125706776767,499537.6431926324,4383502.193117101,305.8554883601372
115,109.7794219085205,39.60125004813692,499538.2686246967,4383501.414022995,311.29858741388
116,109.779429974558,39.60124355920488,499538.9610843194,4383500.693823244,316.45520757005744
117,109.7794387569974,39.60123765271976,499539.7150540011,4383500.038261342,321.55453194672174
118,109.7794481858612,39.60123237579361,499540.5245261913,4383499.452566281,326.6538563233861
119,109.7794581860208,39.60122777052739,499541.3830510562,4383498.941410935,331.8104764795635
120,109.779468677794,39.60122387367579,499542.2837877729,4383498.508874854,336.90980085622783
121,109.7794795775785,39.60122071635448,499543.2195589257,4383498.158411779,342.00912523289213
122,109.779490798517,39.60121832379227,499544.1829075814,4383497.892822115,347.16574538906957
123,109.7795022511876,39.60121671512999,499545.1661565978,4383497.71423063,352.26506976573387
124,109.7795138443151,39.60121590326759,499546.161469672,4383497.624069453,357.3643941423982
125,109.779525485497,39.60121589476111,499547.1609136748,4383497.623066669,2.521014298575622
126,109.7795370819385,39.60121668976983,499548.1565217493,4383497.711240421,7.62033867523995
127,109.7795485411906,39.60121828205451,499549.1403566858,4383497.887898721,12.719663051904275
128,109.7795597718855,39.6012206590259,499550.1045740749,4383498.151644838,17.876283208081684
129,109.779570684464,39.60122380184467,499551.0414847135,4383498.500388373,23.032903364259095
130,109.7795811779849,39.60122770770363,499551.9424223463,4383498.933818272,26.92901637114869
131,109.7795900200588,39.60123140780941,499552.7015749803,4383499.344421479,28.418706638488832
132,109.7795951232729,39.60123357855949,499553.1397210575,4383499.585311515,25.783100780887047
133,109.7796160939725,39.60124142581763,499554.94019293,4383500.456116336,25.783100780887047
134,109.779637064677,39.60124927307199,499556.7406648024,4383501.326921158,25.783100780887047
135,109.7796580353861,39.60125712032254,499558.5411366749,4383502.197725979,25.6112134423478
136,109.779679082647,39.60126484291366,499560.3481796385,4383503.054695821,25.15284720624314
137,109.779721306672,39.60128007721336,499563.9733814093,4383504.745231867,24.98095986770389
138,109.7797635307155,39.60129531149768,499567.5985831801,4383506.435767912,25.15284720624314
139,109.7798056687596,39.60131068745449,499571.2164008425,4383508.142029253,25.267438765269304
140,109.7798477875559,39.60132609513152,499574.832564597,4383509.851812777,25.324734544782388
141,109.7798899063709,39.60134150279325,499578.4487283515,4383511.561596301,25.324734544782388
142,109.7799320209865,39.60135691733441,499582.0645300092,4383513.272145041,25.324734544782388
143,109.7799741274782,39.60137234516976,499585.6796326803,4383514.98417094,25.324734544782388
144,109.7800162339886,39.60138777298981,499589.2947353515,4383516.696196838,25.324734544782388
145,109.7800583419976,39.60140319837637,499592.9099650591,4383518.407954355,25.324734544782388
146,109.7801004561247,39.60141861378076,499596.5257183695,4383520.118605693,25.324734544782388
147,109.7801425702704,39.60143402916982,499600.1414716799,4383521.82925703,25.267438765269304
148,109.7801847031098,39.60144941388172,499603.7588281301,4383523.536505352,25.21014298575622
149,109.7802268827914,39.60146472169971,499607.3802041363,4383525.235221285,25.15284720624314
150,109.7802690293316,39.60148008394487,499610.9987335287,4383526.939979534,25.267438765269304
151,109.7803111429265,39.60149550029512,499614.6144331503,4383528.650744347,25.324734544782388
152,109.7803532565402,39.60151091663009,499618.2301327718,4383530.361509161,25.267438765269304
153,109.7803953964061,39.60152628994166,499621.8480844194,4383532.067500718,25.21014298575622
154,109.7804176136728,39.60153437657114,499623.7555647419,4383532.964882441,25.21014298575622
155,109.7804228833578,39.60153629462753,499624.2079974908,4383533.177731232,25.267438765269304
156,109.7804650092614,39.60155169079681,499627.824747898,4383534.886262462,25.324734544782388
157,109.7805071088075,39.60156713016303,499631.4392340427,4383536.599589609,25.38203032429547
158,109.7805281609307,39.6015748506997,499633.2466782839,4383537.456348539,25.38203032429547
159,109.7805334233765,39.60157678061845,499633.698489052,4383537.670514433,25.095551426730058
160,109.7805756080106,39.60159208027783,499637.3202769843,4383539.368338969,25.15284720624314
161,109.7806177672023,39.60160742144721,499640.9398792031,4383541.0707722,25.38203032429547
162,109.7806598057348,39.60162296003689,499644.5491218067,4383542.795117822,25.553917662834717
163,109.7807018442862,39.60163849861134,499648.1583644103,4383544.519463446,25.43932610380855
164,109.7807439607334,39.60165391041033,499651.7742924155,4383546.229740593,25.324734544782388
165,109.7807860825739,39.60166931344601,499655.390681794,4383547.939046845,25.324734544782388
166,109.7808282044329,39.60168471646638,499659.0070711725,4383549.648353096,25.324734544782388
167,109.7808703056765,39.60170015319239,499662.6216891992,4383551.361401863,25.38203032429547
168,109.7809124064061,39.60171559077372,499666.2362614934,4383553.074547254,25.324734544782388
169,109.7809545174242,39.60173101155799,499669.8517154151,4383554.785830124,25.324734544782388
170,109.7809966378436,39.60174641699516,499673.46797479,4383556.495411399,25.324734544782388
171,109.7810387582816,39.60176182241703,499677.0842341649,4383558.204992673,25.267438765269304
172,109.7810808843304,39.60177721866894,499680.7009735934,4383559.913557922,25.267438765269304
173,109.7811230134871,39.601792609848,499684.3179782299,4383561.621561862,25.267438765269304
174,109.7811651343749,39.60180801448563,499687.9342714088,4383563.331061196,25.43932610380855
175,109.7812071474836,39.60182359436461,499691.5413105568,4383565.060011336,25.553917662834717
176,109.7812491865138,39.6018391317801,499695.1505733496,4383566.784250371,25.324734544782388
177,109.781270311903,39.60184672699134,499696.9642930321,4383567.627115077,24.92366408819081
178,109.7812914372967,39.60185432219874,499698.7780127147,4383568.469979784,24.92366408819081
179,109.7813125626951,39.60186191740227,499700.5917323973,4383569.31284449,24.92366408819081
180,109.7813336880981,39.60186951260197,499702.4054520798,4383570.155709196,24.92366408819081
181,109.7813480451578,39.60187467438132,499703.6380759957,4383570.728529354,24.92366408819081
182,109.78135332651,39.60187657317999,499704.0915059164,4383570.93924553,28.418706638488832
183,109.781373817281,39.6018851441925,499705.8507436811,4383571.890411363,28.64788975654116
184,109.7813839930963,39.6018895286175,499706.7243899805,4383572.376972915,30.02298846485514
185,109.7813939729926,39.60189415235079,499707.5812168848,4383572.890094256,33.86180569223165
186,109.781403286066,39.60189955301831,499708.3807979526,4383573.489444021,39.304904745974476
187,109.7814119711046,39.60190554790076,499709.1264625229,4383574.15474341,44.17504600458647
188,109.78141996497,39.60191209351435,499709.812789739,4383574.881166666,49.045187263198464
189,109.7814272095309,39.60191914237532,499710.4347886615,4383575.66344409,53.97262430132354
190,109.781433652086,39.6019266433434,499710.9879344968,4383576.49590016,58.84276555993554
191,109.781439245746,39.60193454199224,499711.4682014251,4383577.372494631,63.71290681854755
192,109.7814439497742,39.60194278100309,499711.8720918489,4383578.28686624,68.58304807715955
193,109.7814477298827,39.60195130057998,499712.1966618084,4383579.232378773,73.51048511528461
194,109.7814505584816,39.60196003888252,499712.4395424056,4383580.202169103,78.38062637389662
195,109.7814524148805,39.60196893247379,499712.5989570539,4383581.189196894,83.25076763250861
196,109.781453285439,39.60197791677977,499712.6737344541,4383582.186295595,88.17820467063369
197,109.7814531636674,39.60198692655715,499712.6633171967,4383583.18622435,93.10564170875878
198,109.7814520317705,39.60199589433466,499712.566177272,4383584.181495083,98.03307874688386
199,109.7814499123174,39.60200475370423,499712.3842520668,4383585.164737585,102.90322000549585
200,109.7814468254177,39.60201344053306,499712.119267816,4383586.128834174,107.83065704362093
201,109.7814427936475,39.60202189176219,499711.7731625218,4383587.06678634,112.75809408174601
202,109.7814378160346,39.60203003475129,499711.3458524339,4383587.970532283,116.65420708863562
203,109.7814323486307,39.60203798908857,499710.8764915551,4383588.853342762,117.28446066327952
204,109.7814271488015,39.60204604917416,499710.4301033596,4383589.74788863,115.85206617545245
205,109.7814077477404,39.60207725698496,499708.764591887,4383593.211474814,115.68017883691321
206,109.7814052236773,39.60208131709473,499708.5479102409,4383593.662084472,115.7374746164263
207,109.7813951103789,39.60209755107572,499707.6797204123,4383595.463806491,115.62288305740012
208,109.7813750217988,39.60213007049683,499705.955191358,4383599.072961453,115.39369993934778
209,109.781355147603,39.60216266820454,499704.2490697796,4383602.690804565,115.10722104178238
210,109.78133545988,39.60219533400688,499702.558959334,4383606.316204775,115.22181260080856
211,109.7813154552398,39.60222788424,499700.8416417153,4383609.92878026,115.45099571886088
212,109.7812954090531,39.60226041932528,499699.1207587529,4383613.53967514,115.33640415983471
213,109.78127556344,39.60229302781014,499697.4170975348,4383617.158715824,115.16451682129545
214,109.7812557458922,39.60232564658084,499695.7158474385,4383620.778898359,115.27910838032163
215,109.7812357628434,39.60235820491023,499694.0003899584,4383624.39237392,115.39369993934778
216,109.7812157504744,39.60239075241736,499692.2824168161,4383628.004648901,115.50829149837396
217,109.7811955957143,39.60242324735439,499690.5522203951,4383631.611090408,115.62288305740012
218,109.7811754584559,39.60245574874254,499688.8235281864,4383635.218248225,115.45099571886088
219,109.7811555467224,39.60248833322034,499687.1141998645,4383638.834627171,115.27910838032163
220,109.7811356349702,39.60252091769456,499685.4048715427,4383642.451006118,115.27910838032163
221,109.7811157601635,39.60255351566632,499683.6987167429,4383646.068883325,115.22181260080856
222,109.7810958955084,39.60258611733457,499681.9934351046,4383649.687171141,115.16451682129545
223,109.7810860103069,39.60260243530798,499681.1448408528,4383651.498217191,115.10722104178238
224,109.7810761251008,39.60261875328048,499680.2962466009,4383653.309263241,115.10722104178238
225,109.78106623989,39.60263507125211,499679.4476523491,4383655.120309291,115.27910838032163
226,109.7810562184901,39.60265133888154,499678.5873660998,4383656.925768821,115.7374746164263
227,109.7810460158527,39.60266753951644,499677.7115202721,4383658.723793873,115.96665773447862
228,109.7810358132106,39.60268374015038,499676.8356744444,4383660.521818924,115.90936195496555
229,109.7810256646029,39.60269996089979,499675.9644680991,4383662.32207635,115.62288305740012
230,109.7810156641994,39.60271623681991,499675.1059860941,4383664.128456335,115.39369993934778
231,109.7810056637912,39.60273251273912,499674.2475040891,4383665.934836319,115.39369993934778
232,109.7809956633783,39.60274878865744,499673.3890220841,4383667.741216303,115.16451682129545
233,109.7809858541657,39.60276513401018,499672.5469557839,4383669.555301704,114.87803792373005
234,109.7809662572479,39.60279783252835,499670.8646708631,4383673.184339792,115.10722104178238
235,109.7809462866691,39.60283039450849,499669.1503072755,4383676.798226298,115.50829149837396
236,109.7809260839777,39.60286287167439,499667.4160175149,4383680.402701159,115.39369993934778
237,109.7809063144718,39.60289550787221,499665.7189200242,4383684.024824593,115.16451682129545
238,109.7808864243273,39.60292809984726,499664.0114668439,4383687.642040916,115.45099571886088
239,109.7808662604932,39.60296059147027,499662.2805179659,4383691.248121333,115.50829149837396
240,109.7808463187265,39.60299316477876,499660.5686360433,4383694.863266989,115.27910838032163
241,109.7808264677127,39.60302577147174,499658.8645471903,4383698.482117798,115.33640415983471
242,109.7808064566545,39.60305831954333,499657.1467195317,4383702.094463659,115.39369993934778
243,109.7807864723605,39.60309087745762,499655.4311912897,4383705.707902189,115.33640415983471
244,109.7807665499231,39.60312345808302,499653.72097527,4383709.323861421,115.27910838032163
245,109.7807466607624,39.60315605086571,499652.0136177789,4383712.941170172,115.22181260080856
246,109.7807267975839,39.60318865314142,499650.3084925479,4383716.559532777,115.33640415983471
247,109.7807067723905,39.60322119597762,499648.5894593698,4383720.171299666,115.45099571886088
248,109.7806867198149,39.6032537287715,499646.8680769373,4383723.781952539,115.33640415983471
249,109.7806668519799,39.60328632935896,499645.1625567444,4383727.400128997,115.27910838032163
250,109.7806469222943,39.60331890724326,499643.4517280612,4383731.015786442,115.45099571886088
251,109.7806268377546,39.60335142828124,499641.7276062212,4383734.625135951,115.27910838032163
252,109.7806070913798,39.6033840727631,499640.0325186076,4383738.248184633,115.0499252622693
253,109.7805874093741,39.60341674074483,499638.3429588808,4383741.87384153,115.27910838032163
254,109.7805673185788,39.60344925944523,499636.6183048018,4383745.482932836,115.56558727788703
255,109.7805472200976,39.60348177534203,499634.8929924695,4383749.091713428,115.45099571886088
256,109.7805272988642,39.60351435631242,499633.1828990586,4383752.70771574,115.27910838032163
257,109.7805074449504,39.60354696200015,499631.4785868604,4383756.32646137,115.33640415983471
258,109.7804873929122,39.60357949484563,499629.7572666336,4383759.93712399,115.56558727788703
259,109.7804672446937,39.60361199233123,499628.0276906378,4383763.543863081,115.56558727788703
260,109.7804471365272,39.60364450465105,499626.301554861,4383767.152248754,115.56558727788703
261,109.7804270506847,39.60367702524049,499624.5773372693,4383770.761552524,115.50829149837396
262,109.7804070308561,39.60370956988416,499622.8587887918,4383774.373526025,115.16451682129545
263,109.7803874121876,39.6037422606869,499621.1746827456,4383778.001719352,114.93533370324313
264,109.780367751868,39.60377493634734,499619.4870023996,4383781.628232712,115.22181260080856
265,109.7803477287831,39.60380748009968,499617.7681791682,4383785.240108498,115.45099571886088
266,109.7803277056795,39.60384002384836,499616.0493559368,4383788.851984285,115.39369993934778
267,109.7803077782289,39.60387260265216,499614.3387464044,4383792.46775057,115.27910838032163
268,109.7802879077454,39.60390520233472,499612.6330292749,4383796.085834189,115.33640415983471
269,109.7802679364595,39.6039377650254,499610.9186595538,4383799.699813187,115.45099571886088
270,109.7802478637714,39.6039702905042,499609.1955857868,4383803.309663155,115.50829149837396
271,109.7802278331226,39.60400283144688,499607.4761228199,4383806.921229566,115.39369993934778
272,109.780207894978,39.60403540641276,499605.7646032061,4383810.536571959,115.33640415983471
273,109.7801879590422,39.60406798219055,499604.0532748263,4383814.15200485,115.33640415983471
274,109.7801680322584,39.60410056132231,499602.3427337746,4383817.767810335,115.33640415983471
275,109.7801481057682,39.60413314056457,499600.6322195271,4383821.383628479,115.27910838032163
276,109.7801282362139,39.6041657406117,499598.9265949891,4383825.001755749,115.22181260080856
277,109.780108366641,39.60419834065522,499597.220970451,4383828.619883018,115.33640415983471
278,109.7800883833417,39.60423089899864,499595.5055838109,4383832.233383208,115.45099571886088
279,109.7800683366455,39.60426343409771,499593.7847559872,4383835.844304365,115.45099571886088
280,109.780048299203,39.60429597261041,499592.0647242306,4383839.455604739,115.45099571886088
281,109.7800282660546,39.60432851270888,499590.3450627335,4383843.067081491,115.45099571886088
282,109.7800082524327,39.60436105999521,499588.6270792572,4383846.679356284,115.39369993934778
283,109.7799882591789,39.60439361477894,499586.9108460373,4383850.292463469,115.39369993934778
284,109.7799682659064,39.60442616955905,499585.1946128174,4383853.905570655,115.27910838032163
285,109.7799484273722,39.60445878093585,499583.4916658532,4383857.524958774,115.22181260080856
286,109.7799285897433,39.60449139264698,499581.7887982138,4383861.144384391,115.22181260080856
287,109.7799087186128,39.60452399212819,499580.0830559765,4383864.762453251,115.27910838032163
288,109.779892138199,39.60455107614295,499578.6597901136,4383867.768386091,115.33640415983471
289,109.7798896455443,39.60455514787869,499578.4458202553,4383868.220289731,115.33640415983471
290,109.7798697042117,39.60458772173177,499576.7340541467,4383871.835515422,115.27910838032163
291,109.7798498244137,39.60462031804514,499575.0275725203,4383875.453233927,115.22181260080856
292,109.7798398198461,39.60463678291844,499574.1687815356,4383877.280596285,115.16451682129545
293,109.7798373423666,39.60464086019345,499573.9561150266,4383877.733114745,115.16451682129545
294,109.7798175210817,39.60467347786847,499572.2546594869,4383881.353204391,115.22181260080856
295,109.7797976081298,39.60470606181643,499570.5453357362,4383884.969551752,115.50829149837396
296,109.7797774004956,39.6047385373346,499568.810714491,4383888.573867102,115.68017883691321
297,109.7797571928425,39.60477101284906,499567.0760932458,4383892.178182451,115.56558727788703
298,109.7797372090128,39.60480357090414,499565.3606893138,4383895.791657704,115.33640415983471
299,109.7797173170044,39.60483616282265,499563.6531700339,4383899.408891165,115.27910838032163
300,109.7796974249773,39.60486875473755,499561.945650754,4383903.026124625,115.39369993934778
301,109.7796773679936,39.60490128610223,499560.2239712296,4383906.636639266,115.50829149837396
302,109.7796573085451,39.60493381656536,499558.5020817079,4383910.247054267,115.50829149837396
303,109.7796452669294,39.60495335998762,499557.4684384182,4383912.416094081,115.50829149837396
304,109.7796427616348,39.60495742708387,499557.253385881,4383912.867483499,115.45099571886088
305,109.779622719883,39.60498996407873,499555.5330184362,4383916.47862402,115.45099571886088
306,109.7796027224647,39.60502251728133,499553.8164587107,4383920.091563503,115.27910838032163
307,109.7795829525848,39.60505515365588,499552.1194351739,4383923.713732897,115.10722104178238
308,109.7795631826864,39.60508779002688,499550.4224116371,4383927.33590229,115.16451682129545
309,109.7795433627196,39.60512040809389,499548.7210912438,4383930.956040903,115.33640415983471
310,109.7795233092942,39.60515294080104,499546.9997296298,4383934.566707627,115.50829149837396
311,109.7795032558501,39.60518547350455,499545.2783680159,4383938.177374351,115.39369993934778
312,109.7794833255453,39.60521805131421,499543.5675797306,4383941.793046853,115.27910838032163
313,109.7794734124955,39.60523435930411,499542.716659276,4383943.6030011,115.16451682129545
314,109.779463499441,39.60525066729312,499541.8657388213,4383945.412955348,115.27910838032163
315,109.7794535299865,39.60526695432758,499541.009976733,4383947.220584393,115.79477039593937
316,109.7794408257461,39.60528698839219,499539.9194607954,4383949.444082852,116.13854507301788
317,109.7794382608112,39.60529103318741,499539.6992901043,4383949.892998064,120.77950321357754
318,109.7794322952123,39.60529877224484,499539.1871998521,4383950.751929711,124.15995420484938
319,109.7794252218823,39.60530589623593,499538.5800078884,4383951.542605386,130.86356040788002
320,109.7794171236661,39.60531233022198,499537.8848258919,4383952.256707795,137.56716661091065
321,109.7794080862292,39.60531800147666,499537.1090076829,4383952.886165158,145.47398418371603
322,109.7793979991607,39.60532250761531,499536.2430718997,4383953.386320353,153.6672806540868
323,109.7793872734215,39.60532596113152,499535.3222998857,4383953.769656122,160.771957313709
324,109.779376110131,39.60532841929205,499534.3639579169,4383954.042527061,167.47556351673964
325,109.7793646309946,39.60532985391429,499533.3784940638,4383954.20180477,174.9813106329534
326,109.7793529838417,39.6053299829002,499532.3785974,4383954.216180503,183.24252020214104
327,109.7793414525536,39.60532884423447,499531.3886390936,4383954.089868427,190.63367575932867
328,109.7793301901624,39.60532667437178,499530.4217583398,4383953.849110103,197.3372819623593
329,109.779319319732,39.60532349763507,499529.4885201872,4383953.496604305,203.58252192928526
330,109.7793131934973,39.60532093893412,499528.9625711079,4383953.212664989,208.3380716288711
331,109.7793080686474,39.60531879847403,499528.5225928146,4383952.975137935,205.7024657712693
332,109.7792660920486,39.6053031564357,499524.9188323607,4383951.239364162,205.7024657712693
333,109.7792241154687,39.60528751438216,499521.3150719067,4383949.503590389,205.7024657712693
334,109.7791821389076,39.60527187231342,499517.7113114527,4383947.767816616,205.7024657712693
